Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,61208192,19,20,10540,10561,2823,0,554.7368421,1106.538689,1448,0,528.05,669.2955822,344.7414359,0.637169613,1610741.895,3676320.734,10000000,15,51400000,2853026.0,4602668.576,10100000,249,61200000,3218800.684,4755079.114,10100000,197,0,0,0,0,616,648,0.310415965,0.326753648,0,2823,527.525,889.2986862,790852.1532,0,0,0,1,0,0,0,0,1,541.0512821,554.7368421,528.05,616,0,0,0,0,0,0,19,10540,20,10561,29200,196,4,32,248274.0,441179.5762,1037480,50840,10000000.0,14332.75871,10000000,9996981,0
80,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5945354,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.672794252,1981784.667,3432023.463,5944744,99,5945354,2972677.0,4203137.46,5944744,610,0,0.0,0.0,0,0,0,0,0,0,104,40,0.504595689,0.168198563,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5940311,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.673365418,1980103.667,3428859.882,5939410,122,5940311,2970155.5,4199159.984,5939410,901,0,0.0,0.0,0,0,0,0,0,0,104,40,0.505024064,0.168341355,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5482670,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.729571541,1827556.667,3164673.635,5481807,129,5482670,2741335.0,3875612.67,5481807,863,0,0.0,0.0,0,0,0,0,0,0,104,40,0.547178656,0.182392885,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5537889,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.72229689,1845963.0,3196658.254,5537146,170,5537889,2768944.5,3914828.105,5537146,743,0,0.0,0.0,0,0,0,0,0,0,104,40,0.541722667,0.180574222,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,47627,1,1,42,114,42,42,42.0,0.0,114,114,114.0,0.0,3275.452999,41.99298717,47627.0,0.0,47627,47627,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.99649359,20.99649359,42,114,66.0,41.56921938,1728.0,0,0,0,0,0,0,0,0,1,99.0,42.0,114.0,32,0,0,0,0,0,0,1,42,1,114,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5789167,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.690945692,1929722.333,3341530.162,5788189,242,5789167,2894583.5,4092176.142,5788189,978,0,0.0,0.0,0,0,0,0,0,0,104,40,0.518209269,0.172736423,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5378464,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.743706753,1792821.333,3104487.758,5377575,124,5378464,2689232.0,3801891.131,5377575,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.557780065,0.185926688,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
443,73684597,16,17,1386,7663,517,0,86.625,169.8971748,1460,0,450.7647059,635.7192314,122.807213,0.447854794,2302643.656,4181032.521,10000000,50,73700000,4912306.467,5023996.148,10100000,105,70300000,4396858.563,5134718.514,10100000,52,0,0,0,0,332,436,0.217141718,0.230713076,0,1460,266.1470588,494.3654109,244397.1595,0,0,0,1,0,0,0,0,1,274.2121212,86.625,450.7647059,332,0,0,0,0,0,0,16,1386,17,7663,8192,127,15,20,45357.42857,41754.37842,140047,29421,10000000.0,11416.28944,10000000,9994718,0
53,30978,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,6714.442508,129.1238944,10326.0,17880.82657,30973,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,80,64,64.56194719,64.56194719,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,80,0,0,0,0,0,0,2,88,2,120,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5844804,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.684368543,1948268.0,3373711.961,5843895,135,5844804,2922402.0,4131615.023,5843895,909,0,0.0,0.0,0,0,0,0,0,0,104,40,0.513276408,0.171092136,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5593959,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.715057082,1864653.0,3228891.732,5593056,102,5593959,2796979.5,3954249.308,5593056,903,0,0.0,0.0,0,0,0,0,0,0,104,40,0.536292812,0.178764271,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
443,136198,7,9,718,731,442,0,102.5714286,170.7550459,584,0,81.22222222,191.7392616,10638.92274,117.4760275,9079.866667,15184.14542,33506,4,100967,16827.83333,18300.00331,33571,107,102692,12836.5,17151.12587,33702,4,0,0,0,0,232,296,51.39576205,66.0802655,0,584,85.23529412,172.9467148,29910.56618,0,0,0,1,0,0,0,0,1,90.5625,102.5714286,81.22222222,232,0,0,0,0,0,0,7,718,9,731,29200,5098,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23827,2,2,60,188,30,30,30.0,0.0,94,94,94.0,0.0,10408.36026,167.8767784,7942.333333,13751.32875,23821,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,0,0,0,40,64,83.93838922,83.93838922,30,94,55.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,69.5,30.0,94.0,40,0,0,0,0,0,0,2,60,2,188,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5553341,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.720287121,1851113.667,3205455.635,5552455,166,5553341,2776670.5,3925552.086,5552455,886,0,0.0,0.0,0,0,0,0,0,0,104,40,0.540215341,0.18007178,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5862442,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.682309522,1954147.333,3383935.966,5861580,132,5862442,2931221.0,4144153.44,5861580,862,0,0.0,0.0,0,0,0,0,0,0,104,40,0.511732142,0.170577381,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
123,69040905,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.78096007,0.057936668,23000000.0,39800000.0,69000000,38627,69000000,69000000.0,0.0,69000000,69000000,69000000,69000000.0,0.0,69000000,69000000,0,0,0,0,64,52,0.028968334,0.028968334,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,38627.0,0.0,38627,38627,69000000.0,0.0,69000000,69000000,0
80,34630976,203,104,43951,72208,602,0,216.5073892,228.6511756,1068,0,694.3076923,362.7983226,3354.193656,8.864895982,113173.1242,298489.3419,2559496,49,34600000,171423.9307,353861.8056,2559496,721,34600000,336222.2136,461350.8525,2560208,49,0,0,0,0,6504,3336,5.861804184,3.003091799,0,1068,377.1396104,360.7813228,130163.1629,0,0,0,1,0,0,0,0,0,378.3680782,216.5073892,694.3076923,6504,0,0,0,0,0,0,203,43951,104,72208,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5758416,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.694635469,1919472.0,3323824.565,5757494,169,5758416,2879208.0,4070511.098,5757494,922,0,0.0,0.0,0,0,0,0,0,0,104,40,0.520976602,0.173658867,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,63547,1,1,56,116,56,56,56.0,0.0,116,116,116.0,0.0,2706.658064,31.47276819,63547.0,0.0,63547,63547,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15.73638409,15.73638409,56,116,76.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,114.0,56.0,116.0,20,0,0,0,0,0,0,1,56,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5559905,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.719436753,1853301.667,3209250.564,5559025,98,5559905,2779952.5,3930202.02,5559025,880,0,0.0,0.0,0,0,0,0,0,0,104,40,0.539577565,0.179859188,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,51531,2,2,66,122,33,33,33.0,0.0,61,61,61.0,0.0,3648.289379,77.62317828,17177.0,29747.97264,51527,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,38.81158914,38.81158914,33,61,44.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,55.25,33.0,61.0,64,0,0,0,0,0,0,2,66,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5036163,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.794255468,1678721.0,2906900.886,5035321,115,5036163,2518081.5,3559914.241,5035321,842,0,0.0,0.0,0,0,0,0,0,0,104,40,0.595691601,0.198563867,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5077436,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.787799196,1692478.667,2930676.172,5076532,129,5077436,2538718.0,3589010.978,5076532,904,0,0.0,0.0,0,0,0,0,0,0,104,40,0.590849397,0.196949799,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,119150618,20,16,1305,2238,435,0,65.25,159.3611836,746,0,139.875,300.722214,29.73547313,0.302138592,3404303.371,4629205.51,10000000,4,119000000,6271085.158,4683261.922,10000000,36849,114000000,7585389.333,4235228.661,10000000,19533,0,0,0,0,648,520,0.167854774,0.134283819,0,746,95.75675676,229.6105889,52721.02252,0,0,0,1,0,0,0,0,0,98.41666667,65.25,139.875,648,0,0,0,0,0,0,20,1305,16,2238,29200,357,3,32,333743.8182,984767.3221,3302929,36674,10000000.0,2699.770967,10000000,10000000,0
53,249,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,787148.5944,16064.25703,83.0,136.8320138,241,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,8032.128514,8032.128514,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5616975,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.712127079,1872325.0,3242391.328,5616316,69,5616975,2808487.5,3970869.146,5616316,659,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534095309,0.17803177,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,241,2,2,80,176,40,40,40.0,0.0,88,88,88.0,0.0,1062240.664,16597.51037,80.33333333,134.8196326,236,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,40,40,8298.755187,8298.755187,40,88,59.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,74.0,40.0,88.0,40,0,0,0,0,0,0,2,80,2,176,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5338534,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.749269369,1779511.333,3081439.354,5337651,163,5338534,2669267.0,3773664.842,5337651,883,0,0.0,0.0,0,0,0,0,0,0,104,40,0.561952027,0.187317342,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5938149,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.673610581,1979383.0,3427658.413,5937302,132,5938149,2969074.5,4197707.587,5937302,847,0,0.0,0.0,0,0,0,0,0,0,104,40,0.505207936,0.168402645,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5008635,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.798620782,1669545.0,2890978.144,5007759,126,5008635,2504317.5,3540400.922,5007759,876,0,0.0,0.0,0,0,0,0,0,0,104,40,0.598965586,0.199655195,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5420533,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.737934812,1806844.333,3128799.691,5419671,96,5420533,2710266.5,3831676.59,5419671,862,0,0.0,0.0,0,0,0,0,0,0,104,40,0.553451109,0.184483703,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
50430,22,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,2227272.727,181818.1818,7.333333333,5.859465277,14,3,17,8.5,7.778174593,14,3,0,0.0,0.0,0,0,0,0,0,0,60,20,136363.6364,45454.54545,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1038,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5099613,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.784373246,1699871.0,2943486.997,5098717,127,5099613,2549806.5,3604703.798,5098717,896,0,0.0,0.0,0,0,0,0,0,0,104,40,0.588279934,0.196093311,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,94217,2,2,62,186,31,31,31.0,0.0,93,93,93.0,0.0,2632.221361,42.45518325,31405.66667,54391.01417,94211,2,4,4.0,0.0,4,4,2,2.0,0.0,2,2,0,0,0,0,40,64,21.22759162,21.22759162,31,93,55.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,69.75,31.0,93.0,40,0,0,0,0,0,0,2,62,2,186,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5141356,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.778004869,1713785.333,2967589.927,5140463,126,5141356,2570678.0,3634224.799,5140463,893,0,0.0,0.0,0,0,0,0,0,0,104,40,0.583503652,0.194501217,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5950244,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.67224134,1983414.667,3434748.848,5949521,116,5950244,2975122.0,4206435.406,5949521,723,0,0.0,0.0,0,0,0,0,0,0,104,40,0.504181005,0.168060335,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5106522,4,3,1203,472,1191,0,300.75,593.5067396,466,0,157.3333333,267.3300083,328.0119032,1.370796013,851087.0,2032935.235,5000462,54,106060,35353.33333,30539.2255,54591,140,5055255,2527627.5,3497192.455,5000516,54739,0,0,0,0,100,68,0.783312008,0.587484006,0,1191,209.375,428.4593455,183577.4107,0,0,0,1,0,0,0,0,0,239.2857143,300.75,157.3333333,100,0,0,0,0,0,0,4,1203,3,472,29200,16674,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15873.01587,15873.01587,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1174,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5273975,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.758441214,1757991.667,3044178.329,5273106,95,5273975,2636987.5,3728034.535,5273106,869,0,0.0,0.0,0,0,0,0,0,0,104,40,0.56883091,0.189610303,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5084363,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.786725889,1694787.667,2934609.668,5083383,96,5084363,2542181.5,3593801.626,5083383,980,0,0.0,0.0,0,0,0,0,0,0,104,40,0.590044417,0.196681472,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,61674,4,2,136,250,34,34,34.0,0.0,125,125,125.0,0.0,6258.71518,97.28572818,12334.8,16886.05034,30883,3,30889,10296.33333,17828.57631,30883,3,3,3.0,0.0,3,3,0,0,0,0,104,64,64.85715212,32.42857606,34,125,60.0,44.40345332,1971.666667,0,0,0,0,0,0,0,0,0,70.0,34.0,125.0,104,0,0,0,0,0,0,4,136,2,250,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5686416,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.703430773,1895472.0,3282269.202,5685510,161,5686416,2843208.0,4019622.037,5685510,906,0,0.0,0.0,0,0,0,0,0,0,104,40,0.527573079,0.175857693,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,154,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1350649.351,25974.02597,51.33333333,83.71578903,148,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12987.01299,12987.01299,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,64,0,0,0,0,0,0,2,72,2,136,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,117902253,19,20,2250,4892,679,0,118.4210526,188.7356516,1430,0,244.6,455.5534979,60.5756024,0.330782483,3102690.868,13200000.0,58900000,0,118000000,6550125.167,18900000.0,59000000,25,118000000,6193122.474,18400000.0,58900000,1,0,0,0,0,392,412,0.16115044,0.169632043,0,1430,178.55,349.8005989,122360.459,0,0,0,1,0,0,0,0,1,183.1282051,118.4210526,244.6,392,0,0,0,0,0,0,19,2250,20,4892,8192,383,18,20,470484.5,345661.3718,714904,226065,58400000.0,738655.7644,58900000,57800000,0
53,31243,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,5217.168646,64.01433921,31243.0,0.0,31243,31243,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.00716961,32.00716961,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,20,0,0,0,0,0,0,1,51,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5585355,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.716158597,1861785.0,3224101.736,5584657,104,5585355,2792677.5,3948455.275,5584657,698,0,0.0,0.0,0,0,0,0,0,0,104,40,0.537118948,0.179039649,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5507463,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.726287222,1835821.0,3179132.5,5506767,126,5507463,2753731.5,3893380.142,5506767,696,0,0.0,0.0,0,0,0,0,0,0,104,40,0.544715416,0.181571805,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5946627,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.672650227,1982209.0,3432517.687,5945739,93,5946627,2973313.5,4203644.455,5945739,888,0,0.0,0.0,0,0,0,0,0,0,104,40,0.50448767,0.168162557,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,47957,1,1,56,101,56,56,56.0,0.0,101,101,101.0,0.0,3273.766082,41.70402652,47957.0,0.0,47957,47957,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.85201326,20.85201326,56,101,71.0,25.98076211,675.0,0,0,0,0,0,0,0,0,1,106.5,56.0,101.0,32,0,0,0,0,0,0,1,56,1,101,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,897,2,2,84,192,42,42,42.0,0.0,96,96,96.0,0.0,307692.3077,4459.308807,299.0,511.8212579,890,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,64,2229.654404,2229.654404,42,96,63.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,79.5,42.0,96.0,40,0,0,0,0,0,0,2,84,2,192,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5991959,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.66756131,1997319.667,3458693.593,5991075,92,5991959,2995979.5,4235704.677,5991075,884,0,0.0,0.0,0,0,0,0,0,0,104,40,0.500670983,0.166890328,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5605793,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.713547575,1868597.667,3235747.472,5604917,151,5605793,2802896.5,3962655.393,5604917,876,0,0.0,0.0,0,0,0,0,0,0,104,40,0.535160681,0.178386894,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5247601,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.762253075,1749200.333,3028998.922,5246787,86,5247601,2623800.5,3709463.082,5246787,814,0,0.0,0.0,0,0,0,0,0,0,104,40,0.571689806,0.190563269,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5360155,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.746247077,1786718.333,3093918.783,5359268,136,5360155,2680077.5,3788947.541,5359268,887,0,0.0,0.0,0,0,0,0,0,0,104,40,0.559685308,0.186561769,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
